row_id,order_id,customer_id,ship_date,days_until_shipment,ship_mode,product_id,quantity_ordered_new,discount,sales,profit,shipping_cost,location_id
22858,91262,174,2015-04-30,4,Delivery Truck,13,5,0.03,928.92,588.54,26.2,149
23260,91261,175,2015-02-25,1,Delivery Truck,201,12,0.0,3845.35,2653.2915,164.73,150
23261,91261,175,2015-02-26,2,Regular Air,124,1,0.09,3.77,-1.84,0.96,150
23237,91263,176,2015-03-19,1,Regular Air,252,13,0.01,343.54,237.0426,1.39,150
18159,86687,177,2015-04-23,4,Regular Air,4,10,0.06,34.76,14.0,1.63,151
19697,86688,178,2015-05-30,0,Delivery Truck,253,3,0.04,561.65,52.98800000000006,30.0,152
19780,86686,179,2015-04-10,2,Express Air,254,9,0.01,413.73,285.4737,4.62,153
19698,86688,180,2015-06-05,6,Regular Air,255,2,0.06,55.6,10.50800000000001,49.0,153
19699,86688,180,2015-06-04,5,Regular Air,256,19,0.01,2099.61,1448.7309,13.99,153
19700,86688,180,2015-06-07,8,Express Air,178,23,0.05,96.6,1.004,2.0,153
23551,88870,181,2015-03-23,1,Express Air,161,4,0.1,558.17,-521.09,4.0,154
21638,89818,182,2015-04-09,2,Regular Air,257,1,0.09,77.47,-387.1044,4.0,124
21685,88857,183,2015-04-23,5,Regular Air,258,18,0.02,875.39,604.0191,5.79,155
21686,88857,183,2015-04-25,7,Regular Air,259,1,0.04,8.24,-11.6316,4.91,155
22488,89456,184,2015-03-19,1,Express Air,260,8,0.01,641.11,442.3659,13.99,156
18795,89040,185,2015-05-21,1,Regular Air,261,5,0.09,99.02,-16.89,6.32,157
18796,89040,185,2015-05-21,1,Regular Air,262,3,0.06,46.4,25.51,1.39,157
25731,89039,186,2015-01-11,1,Delivery Truck,263,8,0.05,551.51,-850.6524,46.74,158
25732,89039,186,2015-01-12,2,Regular Air,264,12,0.05,142.79,98.52509999999998,2.36,158
24887,89041,186,2015-03-25,2,Regular Air,126,14,0.06,585.08,214.23,17.48,158
20568,90888,187,2015-05-07,1,Regular Air,265,23,0.01,377.0,12.14600000000001,8.78,159
20569,90888,187,2015-05-08,2,Express Air,40,4,0.05,42.99,5.687000000000008,5.03,159
20006,86874,188,2015-06-19,1,Regular Air,238,4,0.1,40.29,-8.904,2.89,41
18989,88367,189,2015-03-24,2,Regular Air,71,4,0.07,151.27,88.72,1.99,160
18990,88367,189,2015-03-24,2,Regular Air,266,2,0.0,10.51,7.251899999999999,0.5,160
21573,88368,189,2015-04-04,0,Regular Air,267,12,0.06,74.93,-191.49,7.49,160
22145,91059,190,2015-03-17,0,Regular Air,268,16,0.04,1913.84,1320.5496,7.11,161
22146,91059,190,2015-03-19,2,Regular Air,269,16,0.0,2692.12,1585.503,4.2,161
20654,91060,190,2015-03-20,2,Regular Air,270,13,0.03,762.38,526.0422,4.86,161
22970,88219,191,2015-06-14,2,Regular Air,271,7,0.04,31.54,-27.375,5.68,162
22971,88219,191,2015-06-14,2,Delivery Truck,272,13,0.06,4634.69,-435.7575,85.63,162
22972,88219,191,2015-06-13,1,Delivery Truck,273,17,0.06,7304.03,682.53,110.2,162
22973,88219,191,2015-06-14,2,Regular Air,274,4,0.06,632.65,-277.222,8.99,162
20841,87146,192,2015-01-31,2,Delivery Truck,275,1,0.02,260.66,-272.7132,60.2,163
19567,88558,193,2015-05-20,4,Regular Air,276,5,0.07,153.61,17.83980000000001,5.99,164
20498,88555,194,2015-02-01,0,Regular Air,277,23,0.03,1414.88,976.2672,1.99,165
20499,88555,194,2015-02-02,1,Regular Air,278,11,0.04,33.63,23.2047,0.99,165
19568,88558,194,2015-05-23,7,Express Air,279,20,0.08,1063.81,183.843,5.92,165
20500,88555,195,2015-02-03,2,Regular Air,280,23,0.0,242.7,167.463,1.79,166
20824,88556,195,2015-02-13,2,Delivery Truck,281,14,0.09,3377.06,1307.2692,41.91,166
20825,88556,195,2015-02-13,2,Regular Air,282,11,0.01,123.93,-15.8184,7.94,166
20826,88556,195,2015-02-13,2,Express Air,283,14,0.02,93.96,-55.83240000000001,7.5,166
24677,88557,196,2015-04-09,2,Delivery Truck,284,6,0.05,1818.41,550.3808,48.8,167
5501,39015,197,2015-06-06,0,Delivery Truck,285,24,0.05,9666.72,567.59,12.06,3
5502,39015,197,2015-06-06,0,Regular Air,286,20,0.07,134.58,-28.45,5.74,3
23502,87862,198,2015-06-06,0,Regular Air,286,5,0.07,33.65,-14.225,5.74,168
20249,90891,199,2015-04-22,2,Regular Air,287,20,0.03,6600.63,4554.4347,24.49,161
20250,90891,199,2015-04-21,1,Regular Air,288,18,0.06,1811.99,618.19308,8.8,161
24091,88418,200,2015-03-20,2,Regular Air,289,6,0.1,33.95,-49.53,5.14,169
21902,90079,201,2015-01-04,1,Delivery Truck,290,2,0.09,302.34,-407.85,66.27,170
21964,90078,202,2015-01-14,4,Express Air,291,11,0.05,334.44,-191.2576,8.65,171
20712,86003,203,2015-04-17,1,Delivery Truck,292,2,0.05,4845.27,-3971.0628,29.7,172
22555,90404,204,2015-01-06,1,Delivery Truck,293,1,0.08,248.84,-162.8244,43.32,173
24791,90405,204,2015-02-11,2,Regular Air,294,1,0.08,7.21,-6.930820000000001,5.01,173
21834,90385,205,2015-03-16,0,Regular Air,295,4,0.05,253.87,-118.54,52.2,174
21835,90385,205,2015-03-25,9,Delivery Truck,181,14,0.05,5880.46,2963.48,14.7,174
21975,90386,205,2015-05-04,1,Regular Air,296,19,0.07,577.25,398.3025,3.92,174
21976,90386,205,2015-05-04,1,Delivery Truck,297,14,0.05,4075.18,709.8520000000001,18.06,174
21977,90386,205,2015-05-05,2,Delivery Truck,298,6,0.07,1798.23,80.80920000000009,54.12,174
23775,90387,206,2015-05-21,1,Regular Air,299,25,0.08,727.2,371.272,8.74,175
19008,89440,207,2015-05-10,2,Regular Air,300,5,0.09,86.8,-48.57,12.39,176
5870,41636,208,2015-02-16,2,Regular Air,301,45,0.05,761.67,-47.28,7.78,177
5871,41636,208,2015-02-16,2,Regular Air,302,49,0.03,5014.07,722.241,4.23,177
20234,86054,209,2015-03-27,2,Regular Air,303,1,0.17,27.96,-9.13,13.56,178
22259,86050,210,2015-01-31,0,Delivery Truck,7,11,0.09,1635.38,357.428,30.0,179
22260,86050,210,2015-01-31,0,Regular Air,304,10,0.09,58.48,40.35119999999999,0.5,179
22261,86050,210,2015-02-07,7,Regular Air,305,8,0.0,40.05,27.6345,0.8,179
23919,86051,211,2015-02-04,0,Delivery Truck,123,8,0.08,1117.66,751.58,17.85,180
22595,86052,211,2015-01-06,2,Delivery Truck,285,2,0.03,807.0,-663.5142,12.06,180
23920,86051,212,2015-02-08,4,Delivery Truck,306,5,0.07,169.46,-157.56,19.19,181
24434,86053,213,2015-02-11,1,Delivery Truck,298,20,0.04,5768.12,-87.99804,154.12,181
18164,86258,214,2015-01-06,1,Regular Air,37,2,0.03,55.25,-35.2904,1.99,182
18165,86258,214,2015-01-07,2,Regular Air,307,3,0.01,551.22,-74.8836,5.99,182
18142,86611,215,2015-01-29,3,Regular Air,308,3,0.09,577.75,359.83,0.99,183
19171,86612,216,2015-02-01,3,Regular Air,309,8,0.1,59.4,-69.874,6.28,184
19172,86612,216,2015-01-31,2,Regular Air,310,10,0.01,66.46,-135.74,7.86,184
25996,86610,217,2015-05-28,2,Regular Air,311,3,0.02,35.35,-14.52,6.12,185
25997,86610,217,2015-05-27,1,Regular Air,262,16,0.01,248.21,171.2649,1.39,185
19438,90110,218,2015-03-18,2,Express Air,312,5,0.08,78.08,-37.6,7.42,186
23416,90109,219,2015-05-05,0,Regular Air,313,17,0.04,2013.88,1389.5772,3.99,187
23417,90109,219,2015-05-05,0,Regular Air,134,4,0.02,201.32,-222.816,5.0,187
23418,90109,220,2015-05-09,4,Delivery Truck,314,12,0.05,298.51,-133.71,15.68,188
19615,85948,221,2015-01-28,1,Regular Air,315,10,0.08,1610.84,997.38144,2.5,189
21260,85950,222,2015-02-07,2,Regular Air,316,14,0.04,86.12,-36.03080000000001,5.79,190
26148,85947,223,2015-01-26,2,Regular Air,317,6,0.01,76.87,-28.954,6.96,191
19243,88165,224,2015-05-04,0,Regular Air,52,17,0.01,136.25,2.970000000000001,4.0,181
21334,88163,225,2015-01-08,2,Regular Air,254,12,0.0,558.41,385.3029,4.62,192
21335,88163,225,2015-01-08,2,Regular Air,318,13,0.03,290.22,187.2,5.94,192
19723,88164,226,2015-02-06,2,Regular Air,319,15,0.07,1129.67,779.4723,7.18,192
19934,89869,227,2015-06-24,3,Regular Air,320,12,0.0,1159.79,800.2550999999999,19.99,193
25456,90964,228,2015-03-27,3,Regular Air,27,5,0.06,134.09,74.63850000000001,1.49,194
19441,89611,229,2015-06-24,1,Delivery Truck,13,1,0.06,191.73,-122.235,26.2,195
23721,89608,230,2015-04-08,2,Regular Air,231,10,0.06,618.85,427.0065,12.23,196
23693,89609,231,2015-04-11,2,Regular Air,96,8,0.05,115.99,-190.49,13.32,196
23694,89609,231,2015-04-10,1,Regular Air,321,7,0.08,19.46,-8.77,1.25,196
24952,89610,232,2015-06-09,7,Regular Air,322,12,0.06,44.75,-7.685,0.94,196
22526,91482,233,2015-05-28,3,Regular Air,323,6,0.05,73.96,2.806000000000003,6.97,197
21988,90714,234,2015-03-16,1,Regular Air,324,4,0.01,7.2,-1.56,0.7,198
18151,86655,235,2015-05-07,2,Regular Air,325,12,0.06,1477.84,1019.7096,19.99,167
19898,86654,236,2015-04-28,2,Regular Air,326,9,0.07,29.08,19.04,0.85,199
18152,86655,236,2015-05-07,2,Delivery Truck,327,17,0.08,1162.46,-1069.72,60.0,199
22369,86373,237,2015-02-26,2,Regular Air,328,12,0.03,96.86,-15.0904,5.83,200
18802,89053,238,2015-05-25,1,Delivery Truck,329,12,0.05,1857.08,650.3,43.71,201
19817,89055,238,2015-01-24,2,Express Air,170,10,0.09,42.56,-154.307,7.01,201
25126,89054,239,2015-01-26,5,Regular Air,330,4,0.04,414.91,269.94,7.18,202
21761,90859,240,2015-03-16,1,Regular Air,296,3,0.08,91.39,63.05909999999999,3.92,203
20496,90861,240,2015-05-02,0,Regular Air,331,37,0.08,202.29,139.5801,49.0,203
20497,90861,240,2015-05-09,7,Regular Air,88,9,0.0,168.71,109.67,8.99,203
23729,90860,241,2015-02-18,1,Regular Air,332,21,0.03,885.65,395.308,19.99,204
22562,91108,242,2015-03-25,1,Regular Air,333,11,0.1,152.05,104.9145,2.99,205
22105,91109,242,2015-04-11,1,Regular Air,334,7,0.04,49.1,24.59,2.35,205
20731,91110,242,2015-04-06,8,Regular Air,335,2,0.03,246.44,-458.744,4.2,205
18819,89096,243,2015-05-19,0,Regular Air,336,3,0.07,436.94,24.35000000000002,7.07,206
20286,89097,243,2015-06-08,2,Express Air,337,6,0.09,37.38,-34.7645,7.78,206
21490,89095,244,2015-06-11,1,Regular Air,338,5,0.05,47.4,-7.3416,5.6,207
19566,90301,245,2015-03-03,2,Delivery Truck,339,3,0.09,260.0,35.29000000000005,14.0,208
25742,87790,246,2015-07-01,2,Regular Air,33,16,0.09,96.96,-126.208,7.03,209
20687,90322,247,2015-05-25,2,Regular Air,340,1,0.08,4.21,-5.54,1.17,210
25535,89218,248,2015-01-22,0,Regular Air,341,9,0.02,140.7,-21.63242,9.73,211
22321,91285,249,2015-01-05,2,Regular Air,342,2,0.03,15.95,-35.04,8.73,209
21190,91286,249,2015-05-25,2,Regular Air,220,3,0.05,42.35,5.980000000000004,4.59,209
22580,88136,250,2015-02-28,1,Regular Air,176,7,0.04,14.77,-3.71956,1.49,212
22582,88136,250,2015-02-28,1,Express Air,343,8,0.02,438.33,101.972,5.5,212
22583,88136,250,2015-02-27,0,Regular Air,344,7,0.05,38.11,-16.6348,5.02,212
26057,86514,251,2015-02-21,0,Express Air,266,10,0.1,51.13,35.2797,0.5,213
20296,88319,252,2015-02-20,2,Delivery Truck,345,8,0.09,2814.57,1240.25,58.92,214
25628,88320,253,2015-02-04,2,Regular Air,225,14,0.09,88.85,-32.0268,5.41,215
24899,91310,254,2015-03-19,0,Regular Air,346,3,0.1,70.82,-45.816,12.98,216
24901,91310,254,2015-03-20,1,Express Air,347,7,0.0,90.44,30.63,6.35,216
25463,87032,255,2015-02-21,3,Regular Air,348,15,0.0,2400.95,1656.6555,4.99,217
18130,86528,256,2015-02-13,1,Regular Air,349,1,0.03,19.32,-20.3205,7.17,218
23666,86527,257,2015-01-14,5,Regular Air,350,12,0.1,30.1,-88.03999999999999,2.4,219
23583,86529,257,2015-02-03,1,Regular Air,351,19,0.0,261.21,180.2349,1.49,219
23584,86529,257,2015-02-02,0,Regular Air,352,9,0.06,42.79,29.5251,0.5,219
22374,91447,258,2015-04-09,1,Regular Air,195,9,0.08,39.17,27.0273,1.49,220
19123,89657,259,2015-06-09,2,Delivery Truck,353,3,0.04,1527.97,-251.4039,14.7,221
19124,89657,259,2015-06-09,2,Regular Air,354,23,0.0,110.86,-2.345,3.01,221
19134,89658,260,2015-06-11,2,Regular Air,355,15,0.04,97.98,67.6062,0.5,222
20976,91166,261,2015-02-28,0,Express Air,356,18,0.01,127.83,-46.5244,6.57,223
20810,91167,261,2015-06-26,0,Regular Air,82,12,0.02,289.88,200.0172,8.99,223
25962,91495,262,2015-03-13,2,Regular Air,350,16,0.0,44.75,-45.21,2.4,224
25478,91496,263,2015-06-28,1,Regular Air,255,6,0.1,40.69,-286.245,49.0,225
22788,88014,264,2015-03-23,0,Express Air,197,5,0.05,25.85,17.8365,0.71,226
18461,88015,264,2015-02-11,2,Regular Air,357,4,0.1,119.37,-20.2228,8.99,226
18623,85916,265,2015-01-19,2,Express Air,69,14,0.02,448.47,-54.63,19.99,207
21981,85914,266,2015-01-07,2,Regular Air,358,5,0.01,1000.26,690.1794,11.54,227
21982,85914,266,2015-01-06,1,Regular Air,359,10,0.02,2184.99,1507.6431,21.21,227
21983,85914,266,2015-01-07,2,Delivery Truck,123,8,0.0,1191.2,801.7468000000001,17.85,227
22540,85915,266,2015-01-08,1,Regular Air,360,3,0.07,165.71,-139.18256,5.99,227
25662,89360,267,2015-02-23,1,Regular Air,159,7,0.05,34.32,-98.35,4.62,228
25663,89360,267,2015-02-24,2,Regular Air,361,11,0.02,392.45,270.7905,5.02,228
19294,87830,268,2015-03-29,1,Regular Air,362,12,0.04,130.74,29.98,5.4,229
19295,87830,268,2015-03-30,2,Regular Air,363,12,0.08,49.87,-121.2,4.79,229
18870,87832,269,2015-04-23,2,Regular Air,364,6,0.06,24.18,10.7824,0.99,229
18855,88701,270,2015-06-24,3,Regular Air,365,9,0.07,25.26,17.4294,0.5,230
18856,88701,270,2015-06-22,1,Delivery Truck,366,2,0.03,736.16,-178.8696,40.19,230
21690,88702,271,2015-01-16,4,Regular Air,156,1,0.01,31.96,-74.64,1.99,231
21863,89394,272,2015-03-03,2,Regular Air,367,15,0.1,98.17,65.41,1.72,232
20956,91229,273,2015-02-04,5,Regular Air,368,8,0.07,4146.28,2860.933199999999,24.49,233
19860,88758,274,2015-01-15,0,Regular Air,369,7,0.09,19.29,4.85,0.7,234
18361,87554,275,2015-03-22,2,Regular Air,370,2,0.06,5.21,3.5949,0.5,235
18895,87555,275,2015-06-07,0,Regular Air,371,5,0.07,22.92,15.8148,0.88,235
19486,87556,276,2015-01-28,2,Regular Air,372,8,0.04,30.9,-69.91,4.17,236
19487,87556,276,2015-01-30,4,Regular Air,56,14,0.05,2363.08,1630.5252,4.2,236
19488,87556,276,2015-01-26,0,Regular Air,373,2,0.07,328.45,-457.16,8.99,236
23351,87553,277,2015-01-23,2,Regular Air,374,12,0.02,386.61,266.7609,1.49,237
24373,87899,278,2015-05-12,2,Regular Air,375,18,0.08,113.68,-82.64,2.74,238
24746,87900,278,2015-01-15,1,Regular Air,376,14,0.1,281.75,31.59,5.53,238
20594,91030,279,2015-03-27,2,Delivery Truck,174,4,0.03,608.81,-221.5,36.09,239
20595,91030,279,2015-03-26,1,Regular Air,140,15,0.08,808.61,206.352,8.99,239
19191,89801,280,2015-03-10,2,Regular Air,377,13,0.07,637.37,439.7852999999999,10.17,240
19192,89801,280,2015-03-11,3,Delivery Truck,378,3,0.1,232.16,-149.4573,33.6,240
23622,86454,281,2015-04-13,4,Regular Air,9,11,0.05,1042.54,719.3525999999999,8.99,241
23238,88280,282,2015-02-28,0,Regular Air,379,11,0.05,199.43,4.90176,4.81,242
25932,88278,283,2015-04-12,1,Regular Air,380,9,0.0,110.71,76.38989999999998,2.85,243
23136,90871,284,2015-02-25,2,Regular Air,70,4,0.01,56.68,-36.77,8.78,244
23137,90871,284,2015-02-24,1,Regular Air,381,8,0.04,273.34,87.03,8.74,244
21768,89873,285,2015-04-15,9,Regular Air,197,4,0.05,19.49,13.4481,0.71,243
19246,89874,285,2015-06-24,2,Regular Air,382,19,0.03,5845.81,4033.6089,19.99,243
19247,89874,285,2015-06-24,2,Regular Air,383,12,0.09,633.85,141.7824,8.99,243
21514,90011,286,2015-02-25,2,Regular Air,384,11,0.1,2125.12,-165.5949204,69.0,245
21515,90011,287,2015-02-24,1,Regular Air,226,9,0.07,45.05,-21.684,4.7,234
19909,86925,288,2015-01-26,4,Delivery Truck,237,8,0.02,7045.02,4861.0638,44.55,246
18198,86927,288,2015-03-14,2,Regular Air,385,15,0.0,370.62,-83.75,16.92,246
20304,86926,289,2015-02-14,1,Delivery Truck,386,11,0.05,904.25,565.18,30.06,247
20305,86926,289,2015-02-15,2,Regular Air,387,2,0.0,16.31,-38.72,10.05,247
21290,87396,290,2015-04-30,2,Express Air,187,7,0.04,32.33,22.3077,0.99,248
21291,87396,290,2015-04-30,2,Regular Air,388,12,0.06,642.06,443.0213999999999,14.3,248
8310,59365,291,2015-06-09,2,Delivery Truck,389,2,0.05,1068.6,-1220.9145,14.7,249
19575,90309,292,2015-03-07,2,Regular Air,195,13,0.04,59.75,28.288,1.49,250
25051,91397,293,2015-02-17,2,Express Air,254,19,0.07,819.4,565.386,4.62,242
25052,91397,293,2015-02-18,3,Delivery Truck,390,19,0.03,1809.75,-230.9528,42.0,242
21200,86427,294,2015-06-25,7,Regular Air,380,9,0.09,102.43,70.6767,2.85,251
24817,90264,295,2015-04-04,2,Express Air,391,4,0.1,137.76,95.0544,5.08,252
25709,90265,296,2015-03-28,5,Regular Air,392,18,0.06,326.03,224.9607,0.99,253
21096,87186,297,2015-04-15,2,Regular Air,393,17,0.01,523.06,17.1028,4.0,254
21097,87186,297,2015-04-15,2,Regular Air,189,23,0.08,2424.68,1269.38196,7.69,254
24770,87187,297,2015-05-21,1,Delivery Truck,181,6,0.1,2411.43,137.6879400000001,14.7,254
19599,89047,298,2015-05-23,1,Regular Air,394,41,0.01,1278.96,882.4824,0.99,255
20182,86544,299,2015-01-28,1,Regular Air,395,9,0.09,25.22,6.384,0.7,256
18169,86545,299,2015-02-28,2,Regular Air,396,6,0.02,34.73,5.295500000000001,2.99,256
18170,86545,299,2015-02-27,1,Regular Air,180,6,0.03,247.53,170.7957,7.47,256
18133,86546,299,2015-06-16,2,Regular Air,397,4,0.01,23.89,16.092,0.83,256
20816,91180,300,2015-06-28,0,Delivery Truck,398,17,0.09,1700.38,-103.624,35.84,257
20817,91180,300,2015-06-28,0,Regular Air,399,6,0.1,35.96,-57.824,7.96,257
22473,91466,301,2015-05-13,5,Regular Air,400,2,0.05,141.59,18.21800000000002,3.5,258
22476,91466,302,2015-05-15,7,Regular Air,179,36,0.0,203.05,25.05800000000004,6.26,259
20891,87041,303,2015-04-11,1,Regular Air,401,5,0.03,56.19,11.82,3.37,260
21499,87042,304,2015-01-28,2,Regular Air,125,4,0.01,40.8,28.152,2.27,261
23836,87043,305,2015-03-19,2,Regular Air,337,21,0.03,117.87,-237.544,7.78,262
23627,89414,306,2015-03-07,1,Regular Air,240,20,0.05,203.37,41.3,4.78,263
24908,89415,306,2015-06-12,1,Regular Air,402,12,0.01,160.66,47.61,6.47,263
18950,89128,307,2015-01-20,5,Regular Air,403,10,0.01,52.93,-75.9004,4.75,264
18951,89128,307,2015-01-20,5,Regular Air,136,12,0.04,75.61,52.1709,1.02,264
19849,89129,308,2015-01-18,2,Regular Air,404,5,0.02,67.64,-159.86,14.37,265
19850,89129,308,2015-01-18,2,Regular Air,405,7,0.05,240.42,165.8898,7.5,265
19851,89129,308,2015-01-19,3,Regular Air,224,14,0.02,184.4,75.01,3.14,265
22201,89130,308,2015-03-16,3,Regular Air,406,22,0.08,3802.01,2267.22,19.99,265
19381,86102,309,2015-05-18,3,Regular Air,32,17,0.08,1181.67,97.15999999999993,4.0,266
19382,86102,309,2015-05-17,2,Regular Air,407,8,0.02,29.93,-20.65,1.32,266
20049,86101,310,2015-02-05,1,Regular Air,408,12,0.07,171.33,67.864,6.46,267
21475,86104,311,2015-06-07,1,Regular Air,409,12,0.0,84.04,-14.075,5.19,268
24415,86103,312,2015-02-14,2,Delivery Truck,171,2,0.05,251.06,-78.7592,30.0,269
21027,88191,313,2015-06-03,2,Delivery Truck,171,15,0.03,1894.45,638.028,30.0,270
21028,88191,313,2015-06-03,2,Regular Air,410,12,0.01,200.72,138.4968,3.73,270
22213,88192,313,2015-02-15,1,Regular Air,411,22,0.09,36.82,-6.734,0.83,270
21085,91219,314,2015-01-29,5,Regular Air,412,6,0.07,281.82,-122.77,19.99,269
87,548,315,2015-03-21,1,Regular Air,278,75,0.04,236.87,36.02,0.99,271
88,548,315,2015-03-21,1,Regular Air,75,53,0.02,370.91,-50.64,5.9,271
89,548,315,2015-03-22,2,Regular Air,413,47,0.04,4976.92,510.489,4.2,271
23764,87287,316,2015-01-09,2,Regular Air,247,8,0.02,61.5,-48.875,6.05,272
25060,87286,317,2015-05-31,1,Regular Air,160,11,0.05,1276.88,881.0472,9.07,273
25352,87285,318,2015-01-07,2,Delivery Truck,414,2,0.08,233.58,-233.840688,26.3,274
20483,86790,319,2015-06-23,1,Delivery Truck,13,3,0.1,519.42,-64.664,26.2,275
19258,86794,319,2015-05-18,1,Regular Air,415,40,0.04,2382.72,1644.0768,3.99,275
22459,86789,320,2015-01-17,1,Regular Air,24,12,0.1,64.96,-350.4395,8.49,276
22460,86789,320,2015-01-17,1,Regular Air,416,10,0.03,19.14,4.2028,0.75,276
21719,86792,320,2015-03-04,0,Regular Air,337,4,0.08,25.35,-44.068,7.78,276
21720,86792,320,2015-03-07,3,Express Air,417,5,0.09,45.03,-100.51,8.99,276
21721,86792,320,2015-03-05,1,Regular Air,418,10,0.21,153.87,-17.75,8.99,276
21722,86792,320,2015-03-05,1,Regular Air,419,22,0.04,2800.33,1374.948,8.08,276
18917,86369,321,2015-06-08,7,Regular Air,228,13,0.09,87.1,-88.585,8.37,277
18918,86369,321,2015-06-03,2,Express Air,227,15,0.07,736.86,-485.68,35.0,277
26039,86368,322,2015-03-25,1,Regular Air,420,2,0.02,33.84,-16.37,5.41,278
19193,85850,323,2015-01-05,1,Regular Air,58,4,0.03,14.9,-94.2586,6.27,279
19194,85850,323,2015-01-06,2,Express Air,421,11,0.07,39.64,6.3308,1.93,279
21554,86989,324,2015-06-19,7,Regular Air,405,11,0.07,380.0,262.2,7.5,280
20127,86447,325,2015-03-18,0,Regular Air,379,5,0.01,93.81,-9.108,4.81,281
20303,86448,325,2015-04-12,2,Regular Air,422,9,0.09,312.22,172.5644,6.66,281
21406,90850,326,2015-02-03,1,Delivery Truck,423,11,0.03,2230.12,1538.7828,15.59,282
22804,91522,327,2015-02-16,1,Regular Air,121,12,0.1,79.74,55.02059999999999,0.49,283
22805,91522,327,2015-02-16,1,Regular Air,424,23,0.1,392.45,-43.65504,2.5,283
18940,87435,328,2015-01-22,1,Regular Air,425,15,0.01,378.82,261.3858,2.99,284
18941,87435,329,2015-01-23,2,Regular Air,426,9,0.0,152.18,-135.46,8.99,285
19062,87436,329,2015-06-13,0,Express Air,427,10,0.06,53.89,-31.68825,5.68,285
19063,87436,329,2015-06-14,1,Express Air,428,21,0.07,1001.02,690.7037999999999,5.86,285
22576,90296,330,2015-06-26,1,Express Air,429,10,0.07,1029.96,710.6723999999999,24.49,286
18259,87272,331,2015-03-08,2,Delivery Truck,430,3,0.06,356.14,-127.3,30.0,262
18260,87272,331,2015-03-08,2,Regular Air,431,4,0.05,27.08,-52.77,6.86,262
20986,89928,332,2015-02-15,2,Regular Air,358,11,0.03,2239.03,1544.9307,11.54,287
22597,91437,333,2015-04-30,2,Regular Air,27,6,0.09,157.33,107.45462,1.49,288
23359,91435,334,2015-03-22,2,Regular Air,432,3,0.02,27.37,18.41,2.15,289
23360,91435,335,2015-03-22,2,Regular Air,60,8,0.06,98.16,65.63,4.98,290
24802,91436,335,2015-01-26,0,Regular Air,433,15,0.04,116.11,-7.73,4.95,290
23887,91438,335,2015-06-11,2,Regular Air,434,19,0.03,95.0,-47.99525,4.95,290
20624,87535,336,2015-06-09,2,Regular Air,435,7,0.0,9252.81,6384.438899999999,19.99,291
19842,87536,336,2015-03-12,1,Regular Air,436,18,0.01,207.31,-116.76,7.46,291
19843,87536,336,2015-03-12,1,Regular Air,40,22,0.1,143.12,-160.952,5.03,291
26208,87534,337,2015-03-31,2,Regular Air,437,5,0.08,59.98,-41.87,5.81,118
21776,90192,338,2015-02-17,2,Regular Air,438,22,0.06,211.15,-53.8096,7.29,292
18181,86837,339,2015-04-09,1,Regular Air,439,7,0.0,33.47,-59.82,4.99,293
20925,86839,339,2015-05-28,0,Regular Air,422,10,0.01,379.53,261.8756999999999,6.66,293
26267,86836,340,2015-02-15,3,Regular Air,440,6,0.04,18.8,2.63,1.58,294
26268,86836,340,2015-02-14,2,Regular Air,441,10,0.05,945.99,652.7330999999999,2.5,294
5890,41793,341,2015-05-16,1,Regular Air,442,70,0.05,1876.69,384.38,6.93,295
6062,42949,341,2015-05-22,1,Regular Air,443,58,0.08,293.06,-17.49,3.39,295
6063,42949,341,2015-05-23,2,Regular Air,444,71,0.07,914.29,-114.6399,9.44,295
20697,88075,342,2015-04-21,1,Regular Air,18,20,0.06,73.55,19.6282,1.49,296
20698,88075,342,2015-04-21,1,Regular Air,324,17,0.06,29.57,-1.6524,0.7,296
5272,37537,343,2015-01-02,0,Delivery Truck,284,4,0.0,1239.06,-308.928,48.8,297
5273,37537,343,2015-01-04,2,Delivery Truck,445,43,0.07,4083.19,-1679.76,45.0,297
5274,37537,343,2015-01-09,7,Regular Air,336,32,0.05,4902.38,575.3960000000001,7.07,297
7786,55713,343,2015-02-04,2,Delivery Truck,214,49,0.09,5718.85,-2426.55,70.2,297
25786,87947,344,2015-02-04,2,Delivery Truck,214,12,0.09,1400.53,-2426.55,70.2,298
18281,87365,345,2015-03-15,0,Delivery Truck,298,6,0.04,1821.89,-715.7782060000003,54.12,299
23639,87364,346,2015-02-03,1,Regular Air,446,11,0.0,90.98,-144.56,7.96,300
23880,87366,347,2015-04-02,3,Regular Air,447,13,0.08,10728.0,7402.32,19.99,300
18494,88205,348,2015-06-24,2,Regular Air,448,16,0.1,303.59,-16.2,4.0,301
6014,42599,349,2015-04-07,1,Delivery Truck,449,31,0.04,9459.94,2023.75,54.92,302
494,3397,349,2015-06-24,2,Regular Air,448,65,0.1,1233.32,-20.25,4.0,302
495,3397,349,2015-06-23,1,Regular Air,450,17,0.09,47.31,-3.381,1.49,302
24014,88204,350,2015-04-07,1,Delivery Truck,449,8,0.04,2441.27,1684.4763,54.92,303
18495,88205,351,2015-06-23,1,Regular Air,450,4,0.09,11.13,-2.7048,1.49,304
24803,91087,352,2015-06-03,1,Regular Air,451,13,0.03,312.59,91.956,11.54,305
24805,91087,353,2015-06-03,1,Regular Air,401,6,0.05,64.4,-2.544,3.37,306
24849,91086,354,2015-01-17,2,Regular Air,452,2,0.06,14.65,2.4852,2.17,307
